ts,trade_id,research_lane,research_model,shadow_only,ai_direction_raw,decision,approved,win_prob,comment,source,event,ai_error,error_type,error_detail,latency_ms,http_status,edge_score,factor_gate,bull_score,bear_score,exchange,data_symbol,bot_version,fee_profile,analyzer_sync_id
2026-06-24T12:30:23.501252+00:00,scan-45c386c97f45,AI_SCAN,AI Scan (no orders),False,SHORT,APPROVE,True,62,"```json
{
  ""direction"": ""SHORT"",
  ""confidence"": 62,
  ""long_score"": 28,
  ""short_score"": 72,
  ""preferred_direction"": ""SHORT"",
  ""entry_zone_low"": 62859.0,
  ""entry_zone_high"": 62950.0,
  ""limit_price"": 62904.5,
  ""expected_mfe"": 120,
  ""expected_mae"": 80,
  ""reversal_probability"": 23,
  ""exit_style"": ""AGGRESSIVE"",
  ""reasons_for_trade"": [
    ""Trend health is BEAR with bear_score 6 vs bull_score 4, indicating intact bearish momentum"",
    ""Market structure shows LH/LL sequence active with structure_score -3 (BEARISH_STRUCTURE)"",
    ""Multi-timeframe agreement is CONFLICTED but 4h is BEARISH and 15m BULLISH is likely a pullback within larger downtrend"",
    ""Price is near micro resistance (63292) after a liquidity sweep low, suggesting rejection of higher prices"",
    ""EMA200 is above price (-0.73%) confirming long-term bearish alignment, while EMA9/21 are close but not bull stacked"",
    ""ADX at 19.91 is below 25, but trend strength is still negative and velocity is negative (-9.5e-06)"",
    ""Funding rate positive (4.5e-07) favors shorts, consistent with bearish bias"",
    ""SR state is RANGE_COMPRESSION with SHORT_PREFERRED bias, and price is closer to resistance (0.69%) than support (1.39%)""
  ],
  ""reasons_against_trade"": [
    ""ADX below 25 suggests non-trending conditions, increasing risk of mean reversion or range play"",
    ""Price is near micro support (62337) after a liquidity sweep low, which could attract buyers and cause a bounce"",
    ""15m timeframe is BULLISH, indicating short-term upward pressure that could trigger a squeeze"",
    ""Volume ratio is below 1 (0.85), showing lack of strong bearish conviction on this move"",
    ""Edge score is low (1.1 vs threshold 3.0), suggesting limited historical profitability for this pattern""
  ],
  ""bull_score"": 3,
  ""bear_score"": 7
}
```",FRESH,AI_DECISION,False,,,8009,,1.1,,3,7,bitfinex,tBTCF0:USTF0,v10.6-melbourne-unified-2026-06-24,BITFINEX_ZERO,v10.6-melbourne-unified-2026-06-24
2026-06-24T12:30:26.257947+00:00,scan-45c386c97f45,CONTINUOUS,Continuous AI Research,False,SHORT,APPROVE,True,62,"```json
{
  ""direction"": ""SHORT"",
  ""confidence"": 62,
  ""long_score"": 28,
  ""short_score"": 72,
  ""preferred_direction"": ""SHORT"",
  ""entry_zone_low"": 62859.0,
  ""entry_zone_high"": 62950.0,
  ""limit_price"": 62904.5,
  ""expected_mfe"": 120,
  ""expected_mae"": 80,
  ""reversal_probability"": 23,
  ""exit_style"": ""AGGRESSIVE"",
  ""reasons_for_trade"": [
    ""Trend health is BEAR with bear_score 6 vs bull_score 4, indicating intact bearish momentum"",
    ""Market structure shows LH/LL sequence active with structure_score -3 (BEARISH_STRUCTURE)"",
    ""Multi-timeframe agreement is CONFLICTED but 4h is BEARISH and 15m BULLISH is likely a pullback within larger downtrend"",
    ""Price is near micro resistance (63292) after a liquidity sweep low, suggesting rejection of higher prices"",
    ""EMA200 is above price (-0.73%) confirming long-term bearish alignment, while EMA9/21 are close but not bull stacked"",
    ""ADX at 19.91 is below 25, but trend strength is still negative and velocity is negative (-9.5e-06)"",
    ""Funding rate positive (4.5e-07) favors shorts, consistent with bearish bias"",
    ""SR state is RANGE_COMPRESSION with SHORT_PREFERRED bias, and price is closer to resistance (0.69%) than support (1.39%)""
  ],
  ""reasons_against_trade"": [
    ""ADX below 25 suggests non-trending conditions, increasing risk of mean reversion or range play"",
    ""Price is near micro support (62337) after a liquidity sweep low, which could attract buyers and cause a bounce"",
    ""15m timeframe is BULLISH, indicating short-term upward pressure that could trigger a squeeze"",
    ""Volume ratio is below 1 (0.85), showing lack of strong bearish conviction on this move"",
    ""Edge score is low (1.1 vs threshold 3.0), suggesting limited historical profitability for this pattern""
  ],
  ""bull_score"": 3,
  ""bear_score"": 7
}
```",SPAWN,AI_SPAWN,False,,,8009,,1.1,,3,7,bitfinex,tBTCF0:USTF0,v10.6-melbourne-unified-2026-06-24,BITFINEX_ZERO,v10.6-melbourne-unified-2026-06-24
2026-06-24T12:30:32.853399+00:00,scan-45c386c97f45,COMBO_604_SP4_CHASE_3PLUS,AI60-65 · Spread4 · Chase 3+,False,SHORT,APPROVE,True,62,"```json
{
  ""direction"": ""SHORT"",
  ""confidence"": 62,
  ""long_score"": 28,
  ""short_score"": 72,
  ""preferred_direction"": ""SHORT"",
  ""entry_zone_low"": 62859.0,
  ""entry_zone_high"": 62950.0,
  ""limit_price"": 62904.5,
  ""expected_mfe"": 120,
  ""expected_mae"": 80,
  ""reversal_probability"": 23,
  ""exit_style"": ""AGGRESSIVE"",
  ""reasons_for_trade"": [
    ""Trend health is BEAR with bear_score 6 vs bull_score 4, indicating intact bearish momentum"",
    ""Market structure shows LH/LL sequence active with structure_score -3 (BEARISH_STRUCTURE)"",
    ""Multi-timeframe agreement is CONFLICTED but 4h is BEARISH and 15m BULLISH is likely a pullback within larger downtrend"",
    ""Price is near micro resistance (63292) after a liquidity sweep low, suggesting rejection of higher prices"",
    ""EMA200 is above price (-0.73%) confirming long-term bearish alignment, while EMA9/21 are close but not bull stacked"",
    ""ADX at 19.91 is below 25, but trend strength is still negative and velocity is negative (-9.5e-06)"",
    ""Funding rate positive (4.5e-07) favors shorts, consistent with bearish bias"",
    ""SR state is RANGE_COMPRESSION with SHORT_PREFERRED bias, and price is closer to resistance (0.69%) than support (1.39%)""
  ],
  ""reasons_against_trade"": [
    ""ADX below 25 suggests non-trending conditions, increasing risk of mean reversion or range play"",
    ""Price is near micro support (62337) after a liquidity sweep low, which could attract buyers and cause a bounce"",
    ""15m timeframe is BULLISH, indicating short-term upward pressure that could trigger a squeeze"",
    ""Volume ratio is below 1 (0.85), showing lack of strong bearish conviction on this move"",
    ""Edge score is low (1.1 vs threshold 3.0), suggesting limited historical profitability for this pattern""
  ],
  ""bull_score"": 3,
  ""bear_score"": 7
}
```",SPAWN,AI_SPAWN,False,,,8009,,1.1,,3,7,bitfinex,tBTCF0:USTF0,v10.6-melbourne-unified-2026-06-24,BITFINEX_ZERO,v10.6-melbourne-unified-2026-06-24
2026-06-24T12:33:36.489632+00:00,scan-399ceaf42ce7,AI_SCAN,AI Scan (no orders),False,SHORT,APPROVE,True,62,"```json
{
  ""direction"": ""SHORT"",
  ""confidence"": 62,
  ""long_score"": 25,
  ""short_score"": 70,
  ""preferred_direction"": ""SHORT"",
  ""entry_zone_low"": 62800,
  ""entry_zone_high"": 62950,
  ""limit_price"": 62875,
  ""expected_mfe"": 0.0045,
  ""expected_mae"": 0.0035,
  ""reversal_probability"": 43,
  ""exit_style"": ""AGGRESSIVE"",
  ""reasons_for_trade"": [
    ""BEAR regime with intact trend health (bear_score 6 vs bull_score 4)"",
    ""Market structure bearish (LH/LL sequence active, structure_score -3)"",
    ""Price below EMA200 (-0.73%) and EMA stack not bullish (ema21 below ema200)"",
    ""ADX 20.67 approaching trending threshold, with bearish velocity and volume ratio <1"",
    ""Liquidity sweep low already occurred, suggesting potential continuation lower"",
    ""Funding positive (longs pay shorts), favoring short positioning"",
    ""SR state is RANGE_COMPRESSION but bias is SHORT_PREFERRED"",
    ""Multi-TF conflicted but 4h bearish dominates, and 15m bullish may be a pullback within larger downtrend""
  ],
  ""reasons_against_trade"": [
    ""Price near micro support (62337) with only 0.83% distance, increasing bounce risk"",
    ""Reversal risk score 43 (moderate) - not negligible"",
    ""ADX < 25, so not in strong trending mode - could be range-bound"",
    ""EMA9 and EMA21 are above price, short-term momentum slightly bullish"",
    ""Delta positive (1.16) and imbalance positive (0.089), showing some buying pressure"",
    ""MTF conflicted (15m bullish, 1h ranging) - not full bear alignment""
  ],
  ""bull_score"": 3,
  ""bear_score"": 7
}
```",FRESH,AI_DECISION,False,,,7744,,1.0,,3,7,bitfinex,tBTCF0:USTF0,v10.6-melbourne-unified-2026-06-24,BITFINEX_ZERO,v10.6-melbourne-unified-2026-06-24
2026-06-24T12:33:38.884594+00:00,scan-399ceaf42ce7,CONTINUOUS,Continuous AI Research,False,SHORT,APPROVE,True,62,"```json
{
  ""direction"": ""SHORT"",
  ""confidence"": 62,
  ""long_score"": 25,
  ""short_score"": 70,
  ""preferred_direction"": ""SHORT"",
  ""entry_zone_low"": 62800,
  ""entry_zone_high"": 62950,
  ""limit_price"": 62875,
  ""expected_mfe"": 0.0045,
  ""expected_mae"": 0.0035,
  ""reversal_probability"": 43,
  ""exit_style"": ""AGGRESSIVE"",
  ""reasons_for_trade"": [
    ""BEAR regime with intact trend health (bear_score 6 vs bull_score 4)"",
    ""Market structure bearish (LH/LL sequence active, structure_score -3)"",
    ""Price below EMA200 (-0.73%) and EMA stack not bullish (ema21 below ema200)"",
    ""ADX 20.67 approaching trending threshold, with bearish velocity and volume ratio <1"",
    ""Liquidity sweep low already occurred, suggesting potential continuation lower"",
    ""Funding positive (longs pay shorts), favoring short positioning"",
    ""SR state is RANGE_COMPRESSION but bias is SHORT_PREFERRED"",
    ""Multi-TF conflicted but 4h bearish dominates, and 15m bullish may be a pullback within larger downtrend""
  ],
  ""reasons_against_trade"": [
    ""Price near micro support (62337) with only 0.83% distance, increasing bounce risk"",
    ""Reversal risk score 43 (moderate) - not negligible"",
    ""ADX < 25, so not in strong trending mode - could be range-bound"",
    ""EMA9 and EMA21 are above price, short-term momentum slightly bullish"",
    ""Delta positive (1.16) and imbalance positive (0.089), showing some buying pressure"",
    ""MTF conflicted (15m bullish, 1h ranging) - not full bear alignment""
  ],
  ""bull_score"": 3,
  ""bear_score"": 7
}
```",SPAWN,AI_SPAWN,False,,,7744,,1.0,,3,7,bitfinex,tBTCF0:USTF0,v10.6-melbourne-unified-2026-06-24,BITFINEX_ZERO,v10.6-melbourne-unified-2026-06-24
2026-06-24T12:33:46.327121+00:00,scan-399ceaf42ce7,COMBO_604_SP4_CHASE_3PLUS,AI60-65 · Spread4 · Chase 3+,False,SHORT,APPROVE,True,62,"```json
{
  ""direction"": ""SHORT"",
  ""confidence"": 62,
  ""long_score"": 25,
  ""short_score"": 70,
  ""preferred_direction"": ""SHORT"",
  ""entry_zone_low"": 62800,
  ""entry_zone_high"": 62950,
  ""limit_price"": 62875,
  ""expected_mfe"": 0.0045,
  ""expected_mae"": 0.0035,
  ""reversal_probability"": 43,
  ""exit_style"": ""AGGRESSIVE"",
  ""reasons_for_trade"": [
    ""BEAR regime with intact trend health (bear_score 6 vs bull_score 4)"",
    ""Market structure bearish (LH/LL sequence active, structure_score -3)"",
    ""Price below EMA200 (-0.73%) and EMA stack not bullish (ema21 below ema200)"",
    ""ADX 20.67 approaching trending threshold, with bearish velocity and volume ratio <1"",
    ""Liquidity sweep low already occurred, suggesting potential continuation lower"",
    ""Funding positive (longs pay shorts), favoring short positioning"",
    ""SR state is RANGE_COMPRESSION but bias is SHORT_PREFERRED"",
    ""Multi-TF conflicted but 4h bearish dominates, and 15m bullish may be a pullback within larger downtrend""
  ],
  ""reasons_against_trade"": [
    ""Price near micro support (62337) with only 0.83% distance, increasing bounce risk"",
    ""Reversal risk score 43 (moderate) - not negligible"",
    ""ADX < 25, so not in strong trending mode - could be range-bound"",
    ""EMA9 and EMA21 are above price, short-term momentum slightly bullish"",
    ""Delta positive (1.16) and imbalance positive (0.089), showing some buying pressure"",
    ""MTF conflicted (15m bullish, 1h ranging) - not full bear alignment""
  ],
  ""bull_score"": 3,
  ""bear_score"": 7
}
```",SPAWN,AI_SPAWN,False,,,7744,,1.0,,3,7,bitfinex,tBTCF0:USTF0,v10.6-melbourne-unified-2026-06-24,BITFINEX_ZERO,v10.6-melbourne-unified-2026-06-24
2026-06-24T12:40:24.447556+00:00,scan-95cbf63fd629,AI_SCAN,AI Scan (no orders),False,SHORT,APPROVE,True,62,"```json
{
  ""direction"": ""SHORT"",
  ""confidence"": 62,
  ""long_score"": 28,
  ""short_score"": 72,
  ""preferred_direction"": ""SHORT"",
  ""entry_zone_low"": 62950,
  ""entry_zone_high"": 63100,
  ""limit_price"": 63025,
  ""expected_mfe"": 0.0045,
  ""expected_mae"": 0.0032,
  ""reversal_probability"": 53,
  ""exit_style"": ""AGGRESSIVE"",
  ""reasons_for_trade"": [
    ""BEAR regime with intact trend health (bear_score 6 vs bull_score 4)"",
    ""Market structure is BEARISH with active LH-LL sequence and structure_score -3"",
    ""Price below EMA200 (-0.63%) and EMA stack not bullish (ema21 below ema200)"",
    ""ADX 20.67 approaching trending threshold, favoring continuation if it rises"",
    ""Liquidity sweep low already occurred, suggesting potential further downside"",
    ""Funding positive (longs pay shorts), favoring short positioning"",
    ""Volume ratio very low (0.035) indicating lack of buying conviction on bounce"",
    ""Delta negative (-0.32) showing selling pressure""
  ],
  ""reasons_against_trade"": [
    ""Price near micro support (62337) with only 0.93% distance - bounce risk elevated"",
    ""Reversal risk score 53 suggests moderate reversal probability"",
    ""MTF conflicted (15m bullish, 1h ranging, 4h bearish) reduces conviction"",
    ""EMA9 and EMA21 are above price, providing near-term support"",
    ""Low ADX (<25) means trend strength is not confirmed yet""
  ],
  ""bull_score"": 3,
  ""bear_score"": 7
}
```

Direction: SHORT  
Win probability: 62%  
Long score: 28  
Short score: 72  
Bull score: 3  
Bear score: 7  
Decision: APPROVE  
Reason: Bearish trend hierarchy intact (BEAR regime, bearish structure, negative delta, positive funding). Short score significantly higher than long score (gap 44). Entry near resistance (63292) with pullback limit above current price. Reversal risk moderate but not confirmed by structure shift or momentum. Continuation favored over bounce.",FRESH,AI_DECISION,False,,,9342,,1.0,,3,7,bitfinex,tBTCF0:USTF0,v10.6-melbourne-unified-2026-06-24,BITFINEX_ZERO,v10.6-melbourne-unified-2026-06-24
2026-06-24T12:40:26.664644+00:00,scan-95cbf63fd629,CONTINUOUS,Continuous AI Research,False,SHORT,APPROVE,True,62,"```json
{
  ""direction"": ""SHORT"",
  ""confidence"": 62,
  ""long_score"": 28,
  ""short_score"": 72,
  ""preferred_direction"": ""SHORT"",
  ""entry_zone_low"": 62950,
  ""entry_zone_high"": 63100,
  ""limit_price"": 63025,
  ""expected_mfe"": 0.0045,
  ""expected_mae"": 0.0032,
  ""reversal_probability"": 53,
  ""exit_style"": ""AGGRESSIVE"",
  ""reasons_for_trade"": [
    ""BEAR regime with intact trend health (bear_score 6 vs bull_score 4)"",
    ""Market structure is BEARISH with active LH-LL sequence and structure_score -3"",
    ""Price below EMA200 (-0.63%) and EMA stack not bullish (ema21 below ema200)"",
    ""ADX 20.67 approaching trending threshold, favoring continuation if it rises"",
    ""Liquidity sweep low already occurred, suggesting potential further downside"",
    ""Funding positive (longs pay shorts), favoring short positioning"",
    ""Volume ratio very low (0.035) indicating lack of buying conviction on bounce"",
    ""Delta negative (-0.32) showing selling pressure""
  ],
  ""reasons_against_trade"": [
    ""Price near micro support (62337) with only 0.93% distance - bounce risk elevated"",
    ""Reversal risk score 53 suggests moderate reversal probability"",
    ""MTF conflicted (15m bullish, 1h ranging, 4h bearish) reduces conviction"",
    ""EMA9 and EMA21 are above price, providing near-term support"",
    ""Low ADX (<25) means trend strength is not confirmed yet""
  ],
  ""bull_score"": 3,
  ""bear_score"": 7
}
```

Direction: SHORT  
Win probability: 62%  
Long score: 28  
Short score: 72  
Bull score: 3  
Bear score: 7  
Decision: APPROVE  
Reason: Bearish trend hierarchy intact (BEAR regime, bearish structure, negative delta, positive funding). Short score significantly higher than long score (gap 44). Entry near resistance (63292) with pullback limit above current price. Reversal risk moderate but not confirmed by structure shift or momentum. Continuation favored over bounce.",SPAWN,AI_SPAWN,False,,,9342,,1.0,,3,7,bitfinex,tBTCF0:USTF0,v10.6-melbourne-unified-2026-06-24,BITFINEX_ZERO,v10.6-melbourne-unified-2026-06-24
2026-06-24T12:40:35.028141+00:00,scan-95cbf63fd629,COMBO_604_SP4_CHASE_3PLUS,AI60-65 · Spread4 · Chase 3+,False,SHORT,APPROVE,True,62,"```json
{
  ""direction"": ""SHORT"",
  ""confidence"": 62,
  ""long_score"": 28,
  ""short_score"": 72,
  ""preferred_direction"": ""SHORT"",
  ""entry_zone_low"": 62950,
  ""entry_zone_high"": 63100,
  ""limit_price"": 63025,
  ""expected_mfe"": 0.0045,
  ""expected_mae"": 0.0032,
  ""reversal_probability"": 53,
  ""exit_style"": ""AGGRESSIVE"",
  ""reasons_for_trade"": [
    ""BEAR regime with intact trend health (bear_score 6 vs bull_score 4)"",
    ""Market structure is BEARISH with active LH-LL sequence and structure_score -3"",
    ""Price below EMA200 (-0.63%) and EMA stack not bullish (ema21 below ema200)"",
    ""ADX 20.67 approaching trending threshold, favoring continuation if it rises"",
    ""Liquidity sweep low already occurred, suggesting potential further downside"",
    ""Funding positive (longs pay shorts), favoring short positioning"",
    ""Volume ratio very low (0.035) indicating lack of buying conviction on bounce"",
    ""Delta negative (-0.32) showing selling pressure""
  ],
  ""reasons_against_trade"": [
    ""Price near micro support (62337) with only 0.93% distance - bounce risk elevated"",
    ""Reversal risk score 53 suggests moderate reversal probability"",
    ""MTF conflicted (15m bullish, 1h ranging, 4h bearish) reduces conviction"",
    ""EMA9 and EMA21 are above price, providing near-term support"",
    ""Low ADX (<25) means trend strength is not confirmed yet""
  ],
  ""bull_score"": 3,
  ""bear_score"": 7
}
```

Direction: SHORT  
Win probability: 62%  
Long score: 28  
Short score: 72  
Bull score: 3  
Bear score: 7  
Decision: APPROVE  
Reason: Bearish trend hierarchy intact (BEAR regime, bearish structure, negative delta, positive funding). Short score significantly higher than long score (gap 44). Entry near resistance (63292) with pullback limit above current price. Reversal risk moderate but not confirmed by structure shift or momentum. Continuation favored over bounce.",SPAWN,AI_SPAWN,False,,,9342,,1.0,,3,7,bitfinex,tBTCF0:USTF0,v10.6-melbourne-unified-2026-06-24,BITFINEX_ZERO,v10.6-melbourne-unified-2026-06-24
2026-06-24T12:43:52.379833+00:00,scan-694022e315e6,AI_SCAN,AI Scan (no orders),False,SHORT,APPROVE,True,62,"```json
{
  ""direction"": ""SHORT"",
  ""confidence"": 62,
  ""long_score"": 30,
  ""short_score"": 70,
  ""preferred_direction"": ""SHORT"",
  ""entry_zone_low"": 62950,
  ""entry_zone_high"": 63150,
  ""limit_price"": 63050,
  ""expected_mfe"": 120,
  ""expected_mae"": 80,
  ""reversal_probability"": 35,
  ""exit_style"": ""AGGRESSIVE"",
  ""reasons_for_trade"": [
    ""BEAR regime with intact trend health (bear_score 6 vs bull_score 4)"",
    ""Market structure is BEARISH with active LH-LL sequence and structure_score -3"",
    ""Price rejected near micro resistance (63292) and is compressing below it"",
    ""Volume ratio elevated (2.64) with negative delta (-0.52) supporting bearish orderflow"",
    ""EMA200 is above price (-0.69%) acting as overhead resistance, EMA stack not bullish"",
    ""Liquidity sweep low already occurred, suggesting potential further downside"",
    ""ADX at 20.67 is below 25 but trending toward trending regime - continuation favored over reversal""
  ],
  ""reasons_against_trade"": [
    ""Price is closer to resistance (0.65%) than support (1.42%), reducing short reward-to-risk"",
    ""MTF is CONFLICTED (15m BULLISH vs 4h BEARISH) - potential for short-term squeeze"",
    ""Reversal risk score is 35 - non-trivial bounce probability from micro support zone"",
    ""EMA9 and EMA21 are both above price, providing near-term support"",
    ""Entry near support historically reduces short expectancy without strong bearish continuation""
  ],
  ""bull_score"": 3,
  ""bear_score"": 7
}
```",FRESH,AI_DECISION,False,,,8076,,1.0,,3,7,bitfinex,tBTCF0:USTF0,v10.6-melbourne-unified-2026-06-24,BITFINEX_ZERO,v10.6-melbourne-unified-2026-06-24
